-0.89626,0.99768,1
0.076403,1.2738,1
0.34432,0.17757,1
-0.65485,1.9454,1
-0.066363,-1.5612,1
-1.8049,1.7143,1
4.8073,3.2991,2
5.0604,-1.9034,2
0.52825,1.8748,1
-0.35098,2.533,1
4.5413,1.3094,2
-1.2059,3.084,1
3.1555,2.4918,2
4.7729,0.015307,2
2.6638,2.7589,2
-1.1398,3.5355,1
-1.2829,2.8253,1
6.3171,2.8085,2
-0.060527,2.4238,1
-1.7573,2.0375,1
-0.12564,0.57257,1
1.9983,2.9247,1
-1.0299,3.4443,1
3.9778,1.7162,2
-0.37172,3.0977,1
5.149,0.83364,2
4.8687,0.35069,2
0.76533,1.6689,1
5.8355,2.5046,2
-1.6645,1.1662,1
0.82761,3.3007,1
3.5547,1.2684,2
4.6479,2.2983,2
3.8214,-0.50739,2
-0.0040482,3.7545,1
3.4678,2.3939,2
-0.46627,3.7385,1
2.0696,0.71467,2
4.1435,1.8467,2
3.7267,0.99847,2
-1.0838,2.1581,1
0.93221,0.33765,1
4.6125,0.94542,2
6.0912,1.4556,2
2.1286,2.673,1
2.4301,2.266,1
2.8271,0.94608,2
2.3747,1.9354,2
2.1346,2.6557,1
3.8538,4.5124,2
4.0821,1.7916,2
1.679,3.6575,1
-0.9531,2.0908,1
2.1119,2.1294,2
-0.045901,2.4095,1
7.4436,2.3199,2
-1.0866,-1.1922,1
-2.073,1.8975,1
5.1645,2.4519,2
1.6116,2.9426,1
3.6688,0.91396,2
3.7128,-0.83949,2
1.8717,3.4983,1
3.2414,-2.4489,2
5.6765,0.80657,2
-2.0972,1.6489,1
4.638,1.3886,2
2.1087,2.1148,2
4.3169,2.2818,2
3.0846,1.9627,2
-1.4306,0.18391,1
0.79217,2.6481,1
-0.33001,1.955,1
0.91791,3.3942,1
0.19118,5.328,1
2.2078,0.95597,2
-0.81144,4.373,1
-0.47849,-0.45952,1
5.0824,4.0427,2
-1.6145,2.1516,1
4.0999,0.62533,2
-1.5099,1.3081,1
3.4302,3.8797,2
-2.1654,3.8774,1
-2.4428,-0.3112,1
1.1642,4.6893,1
4.774,1.1266,2
3.9479,1.9106,2
3.3668,1.1652,2
6.5161,4.0621,2
0.92916,2.0359,1
-1.2416,5.3198,1
-3.0026,1.9236,1
2.591,2.4241,1
0.11856,2.3224,1
2.5965,4.4334,2
5.1086,0.57615,2
-0.16145,1.0414,1
0.95405,2.8278,1
3.8347,2.8682,2
0.38159,1.3829,1
5.0498,4.2765,2
5.2585,2.651,2
0.79024,2.4829,1
0.96132,3.2878,1
2.1002,0.35723,1
-2.1993,2.9932,1
0.65379,1.3363,1
1.1595,2.749,2
1.9102,3.4844,1
-0.23253,3.1669,1
4.0186,1.753,2
7.0986,-0.0075403,2
3.4797,1.0951,2
5.3281,2.7124,2
3.7121,1.4632,2
0.20058,1.5818,1
2.8657,3.0323,2
-2.6414,1.9311,1
2.4481,2.0413,1
-0.09228,2.554,1
3.4237,-1.1401,2
1.6279,2.1373,1
-1.2555,2.5769,1
2.6054,4.1949,2
1.4798,3.3473,1
1.9152,2.3836,1
-0.63196,4.2461,1
-1.9457,0.49596,1
3.3864,2.2275,2
1.5011,3.5815,1
-1.0426,2.6,1
2.4712,0.916,2
-0.29186,2.7202,1
2.0261,0.71713,1
-1.224,-0.90453,1
-0.54592,1.8829,1
4.5814,2.672,2
3.4593,3.2863,2
3.5917,1.6364,2
5.2962,-0.11777,2
3.6928,1.2026,2
0.44243,4.251,1
2.4367,3.2647,2
2.1021,3.0222,2
-0.30631,0.087093,1
0.94609,3.2582,2
5.8848,0.35637,2
4.2858,2.955,2
-0.8286,1.2591,1
1.4795,3.1295,1
5.6405,1.2311,2
-1.6977,3.0773,1
3.9409,4.3678,2
2.9435,0.98741,2
5.4054,-0.90183,2
3.3988,3.5001,1
1.6323,0.58693,2
2.4487,2.2619,2
2.0534,2.4277,1
-0.56709,1.4407,2
1.752,0.39311,1
3.4975,3.213,2
1.8055,1.061,2
-0.60511,2.5194,1
3.1898,3.3806,2
0.07104,3.1069,1
-0.57453,3.7739,1
4.0482,0.10376,2
0.1098,2.1313,1
2.2145,4.5285,2
3.8509,0.89965,2
2.4695,-0.90296,2
1.6189,1.3973,1
2.8869,2.5069,2
-0.6671,0.84936,1
-0.64012,0.43844,1
4.2437,2.6474,2
2.5122,2.2246,2
4.3966,2.3308,2
3.08,-0.38509,2
2.8323,3.306,2
-2.9306,2.2589,1
4.6622,0.37602,2
0.057231,-0.9683,1
1.8602,2.8407,1
1.0647,3.221,1
1.3297,0.77789,1
0.1055,3.1321,1
1.4562,1.3064,1
1.6271,3.2252,1
1.9855,1.7341,2
1.3562,0.56839,1
-0.0087975,3.5629,1
2.0309,1.9983,1
3.2745,1.4518,2
-0.38359,1.2321,1
6.8126,2.4551,2
-0.71243,5.5507,1
4.788,2.6325,2
4.841,2.1298,2
5.3282,2.5345,2
-0.22527,0.76724,1
2.3251,3.121,2
4.267,4.1507,2
-0.53023,1.968,1
2.49,2.4675,1
0.50774,2.6317,1
1.4001,0.053553,1
-0.70929,3.6074,1
4.8111,1.1884,2
2.3725,2.0688,2
2.276,1.6516,2
1.2781,3.9564,2
-2.7128,3.0746,1
1.5171,0.80105,1
4.8851,-0.30816,2
4.2033,0.07294,2
2.3429,2.0717,2
3.4003,2.791,2
1.0449,2.1463,1
-0.12452,2.6492,1
1.4581,2.0554,1
6.6151,2.0448,2
3.3546,2.238,2
0.80763,1.3848,2
3.8427,4.2527,2
0.16881,-0.0148,1
6.7911,1.3715,2
0.42719,0.58823,1
0.347,0.83971,1
1.006,2.0397,1
0.13199,-0.45765,1
5.0392,1.3716,2
4.4601,2.8564,2
-1.3954,-0.24809,1
0.46144,1.7114,1
-0.41927,3.3909,1
4.2362,0.71088,2
5.6681,2.4689,2
6.368,3.7306,2
