-2.1738,-0.30919,1
-0.67632,1.0796,1
3.9392,2.0735,2
0.86589,1.8325,1
0.8128,0.51703,1
1.4876,-0.33216,1
3.2044,6.1446,2
3.0159,3.5853,2
3.2515,3.9841,2
-0.041503,-1.3984,1
3.1595,1.0263,1
2.5003,5.3559,2
-0.54471,0.45956,1
0.17047,1.3117,1
3.6292,2.7599,2
3.103,4.2579,2
6.8677,4.8571,2
1.8863,3.9574,2
3.7605,2.0477,2
3.0305,4.3957,2
5.9482,4.6259,2
3.4493,5.7101,2
3.0514,5.4472,2
-1.1803,-1.8039,1
-0.13847,0.13526,1
3.8036,2.8348,2
0.74812,8.2959,2
-2.0882,-2.0528,1
2.7529,-2.6987,1
3.811,7.1025,2
3.9859,2.9037,2
-0.99532,-1.0867,1
-1.2387,0.31273,1
3.9284,4.0802,2
2.6343,4.282,2
4.0642,5.6543,2
3.0825,2.2866,2
1.0047,-1.2661,1
4.2336,5.7943,2
4.3693,3.7472,2
-2.151,-2.4502,1
3.8747,1.2426,2
4.3343,4.0964,2
3.0016,5.5977,2
2.8601,2.9121,2
4.9485,4.1843,2
2.4319,4.8739,2
2.897,4.7792,2
-0.18123,0.38039,1
5.4776,4.4947,2
3.5294,7.5858,2
2.7023,4.688,2
2.708,4.6158,2
4.5727,7.8691,2
2.3632,5.5649,2
1.4355,-0.57273,1
1.9286,0.85321,1
1.6244,-3.8835,1
6.5178,4.5704,2
-0.76676,0.98115,1
-0.72577,-1.9218,1
2.87,3.6809,2
1.3512,-0.18206,1
4.7265,5.75,2
-3.3553,1.7178,1
2.0434,-1.733,1
3.5642,2.7704,2
-2.4383,-2.7578,1
7.0937,4.6798,2
-1.1263,3.7074,1
0.60938,-0.36218,1
-1.4991,-1.0227,1
-0.99012,-0.52389,1
5.1167,2.8088,2
-0.26662,0.5117,1
5.5202,4.0058,2
-4.4009,0.43982,1
0.29438,-2.2319,1
3.2368,6.1742,2
5.3865,3.5282,2
-0.11288,-0.11651,1
2.5919,4.4983,2
1.132,0.28441,1
5.9542,2.7779,2
-0.78056,0.45575,1
3.2852,4.6696,2
0.72104,-2.1447,1
-1.6443,-2.8322,1
-0.018732,-1.378,1
6.7671,1.5135,2
6.0063,4.623,2
0.70828,-1.4621,1
4.3883,6.222,2
-1.9517,-0.44335,1
2.175,2.5406,2
1.8408,5.2028,2
0.27663,-0.85001,1
