5.2603,0.40807,2
0.51512,-0.7065,1
4.721,4.5322,2
0.36285,1.0328,1
0.89978,1.6674,1
2.7659,0.74216,1
1.4156,2.2328,1
1.0293,0.12319,1
2.7547,1.0485,1
3.3528,3.261,2
3.6368,6.6556,2
0.57859,0.28481,1
3.6499,1.7245,2
3.0061,4.0087,2
2.3722,4.0281,2
1.0006,6.2769,2
-1.4778,2.8236,1
0.019167,0.85797,1
2.8233,4.0499,2
-0.84638,-1.6706,1
5.4584,1.7758,2
-2.7515,2.8954,1
5.086,4.9586,2
0.1484,-0.021674,1
3.5251,-0.33652,1
4.0563,3.3691,2
-1.0803,-0.45339,1
-0.72891,2.5937,1
1.8525,4.0759,1
4.7248,5.723,2
3.1972,4.4252,2
0.19017,-2.2406,1
2.3889,5.151,2
-1.5817,-0.54658,1
-1.4239,1.1372,1
-0.0001902,-0.77941,1
-0.84877,-0.13623,1
-1.2972,-0.58741,1
2.1164,-2.7289,1
5.2959,1.5841,2
0.098621,1.0228,1
1.1029,5.6245,2
1.6285,3.9287,2
5.8792,4.4755,2
-3.7764,-2.1392,1
1.7077,5.0291,2
5.7267,3.0167,2
2.9156,4.5075,2
1.3982,-0.28515,1
-0.13641,0.86876,1
8.1062,5.4131,2
3.8584,5.7472,2
0.56237,-1.2174,1
-2.1187,4.3824,1
5.2192,0.5975,2
5.207,3.2826,2
-1.2725,-0.40597,1
6.5266,2.884,2
0.55691,-0.74114,1
2.9052,4.2395,2
3.751,3.8836,2
-1.5042,-0.36491,1
0.078134,1.4004,1
0.6,1.5053,1
5.4747,5.3229,2
3.6519,4.4919,2
0.14919,0.41453,1
2.0226,2.8683,2
1.8702,0.098329,1
4.9695,2.4271,2
1.8126,4.3074,2
-0.11845,0.8328,1
6.3033,4.2892,2
4.737,2.9846,2
2.4973,1.7864,2
0.21836,-3.001,1
-0.21744,-1.6515,1
0.91122,-0.86457,1
1.3036,0.0046491,1
-1.413,-0.57384,1
-0.70876,-0.13352,1
-0.78644,-1.2526,1
-1.1028,-0.5488,1
2.2796,-1.7275,1
3.0022,4.7048,2
6.3437,4.6122,2
0.60858,0.95121,1
1.0654,2.5985,2
3.8134,5.3333,2
0.26532,5.1402,1
0.47355,3.7038,1
-0.35778,0.82075,1
5.111,1.9507,2
4.3473,5.1645,2
-0.28095,-1.052,1
0.18371,-1.555,1
2.7057,4.3741,2
2.4719,2.0357,2
-0.65538,-1.9528,1
-2.0966,-0.72424,1
3.8742,2.7324,2
3.9909,1.5048,2
0.54752,-0.89353,1
5.2359,4.7216,2
5.113,3.6663,2
1.0669,0.62748,1
1.27,-0.91993,1
1.8176,8.0184,2
3.8613,0.26579,2
2.122,2.1883,2
4.4152,3.7155,2
1.7631,0.75827,1
1.7898,-0.77575,1
5.8802,1.9116,2
-1.3591,-1.5698,1
-1.0043,-0.78571,1
0.14591,-1.7955,1
0.94616,-0.37401,1
1.0649,-1.2353,1
4.4253,5.2936,2
1.3073,0.72584,1
4.1011,2.0147,2
-0.58808,-1.1235,1
5.3878,2.8884,2
2.45,3.3607,2
0.49125,6.1377,2
-2.361,-0.34285,1
0.069317,-1.2476,1
6.6947,5.8762,2
3.5478,3.8843,2
-2.0975,-0.97255,1
3.7523,4.6494,2
-3.8396,-0.88354,1
3.7585,4.0687,2
2.792,5.2638,2
4.7585,3.5181,2
2.5801,0.91423,2
1.8004,-1.0628,1
-1.5842,-2.3397,1
3.7444,4.1073,2
-1.3985,0.21586,1
4.7192,3.1023,2
2.3848,6.0441,2
2.174,4.5354,2
4.5007,2.9334,2
2.3884,4.9699,2
4.8379,1.7515,2
5.0936,3.7015,2
3.54,4.6466,2
2.271,3.3319,2
4.6877,4.7406,2
6.6215,4.2022,2
1.1828,-0.016268,1
1.6619,0.98757,1
3.302,2.7062,2
1.9778,2.2782,1
2.8762,3.5111,2
2.8645,3.1979,2
-0.10065,-0.06518,1
1.4458,-3.6076,1
2.8376,2.0518,2
-2.4951,0.11469,1
3.3172,2.4676,2
-0.41637,-0.11962,1
0.91494,-0.091236,1
3.873,-2.5511,1
1.8022,3.6268,2
1.3533,1.0916,1
-1.709,1.6295,1
1.7819,-0.93786,1
0.5254,4.6518,2
1.0014,-2.5902,1
2.2232,3.8172,2
5.1175,6.4016,2
5.2459,4.0917,2
2.5774,6.1112,2
2.7852,4.3433,2
1.2902,4.6339,2
1.745,0.73295,2
1.2574,-1.407,1
1.5847,0.20635,1
0.013777,0.71154,1
4.0021,6.7122,2
2.383,4.9624,2
3.8818,6.9433,2
0.32087,4.3328,1
4.2887,-0.04189,1
2.8912,5.6045,2
5.3553,3.3291,2
2.3286,3.8819,2
5.132,4.5031,2
4.9197,4.4111,2
0.96828,-1.0017,1
3.4098,6.5049,2
1.1306,0.52798,1
4.4985,4.0767,2
-2.1049,0.77612,1
3.066,2.2731,1
4.6332,5.0172,2
-0.54424,-0.28523,1
2.8392,-1.39,1
0.22067,-2.0002,1
0.061822,0.91575,1
1.6744,-0.81662,1
0.63887,1.1228,1
4.052,3.3698,2
-0.99399,1.2359,1
-2.1534,2.3454,1
5.3762,5.1161,2
3.5797,2.7969,2
4.6253,2.9099,2
2.6948,2.5796,2
3.9193,4.6615,2
0.028106,-2.6858,1
6.1354,5.1151,2
-2.9895,-0.21219,1
0.49407,1.354,1
5.9556,3.7808,2
4.5867,5.808,2
0.57899,-1.8867,1
1.1652,0.99097,1
5.6578,5.8376,2
3.8828,3.8239,2
5.5845,4.0669,2
0.53541,-0.32039,1
1.5997,1.0283,1
4.9756,2.1665,2
1.3562,0.97513,1
0.28078,-0.35345,1
-1.1501,3.7204,1
2.5628,4.4127,2
-0.25639,0.30437,1
3.4047,4.6554,2
2.328,-0.12256,1
-0.026203,-0.2331,1
-0.92215,3.3517,1
4.7758,4.5097,2
-0.11306,-1.9197,1
6.6258,3.4496,2
-1.4505,-0.11811,1
-0.12201,0.39685,1
7.5485,4.1949,2
1.7121,-0.25943,1
-0.92818,-0.58327,1
0.2752,2.4195,1
0.71202,-1.9572,1
-0.29846,1.8587,1
-1.4285,-1.8024,1
3.6703,3.3463,2
4.3353,4.9507,2
0.82901,2.3222,2
5.4145,5.6828,2
3.6219,4.2111,2
-0.38793,0.05852,1
3.0265,2.16,2
7.0429,4.5576,2
3.2294,5.7506,2
4.5482,5.216,2
1.9496,-0.38857,2
4.4034,3.7867,2
-1.3747,-1.3724,1
5.4577,2.0356,2
1.9514,1.7549,2
3.2521,3.2458,2
1.5199,1.9347,2
2.4439,-0.71449,1
4.3866,3.1635,2
3.2641,3.7903,2
0.79546,0.85281,1
5.412,4.6074,2
0.44655,-2.9948,1
4.7901,4.0485,2
1.361,1.2883,1
4.202,4.106,2
6.8984,4.1806,2
4.4986,3.138,2
3.8947,4.0506,2
3.9234,-1.8582,1
-4.0628,-2.139,1
5.9022,4.9296,2
0.76911,-1.6553,1
2.1076,5.0694,2
