0.19777,-2.7719,4
0.53026,-2.3719,4
0.6238,-2.3172,4
-0.81231,2.3559,2
2.4149,0.2472,3
-0.83343,2.9519,2
0.033498,-2.5528,4
-0.68138,2.8935,2
2.6072,0.69492,3
-0.75039,3.2005,2
-0.035339,2.7699,2
-0.62009,3.5225,2
-2.882,-0.13795,1
-3.1312,-0.46552,1
-2.7351,-1.0341,1
2.9606,-0.41566,3
-2.9249,-0.45682,1
-0.93734,-2.9202,4
0.12398,-3.2124,4
-3.2467,-0.92044,1
3.2779,0.68534,3
-0.34505,3.1932,2
-2.7216,-0.4393,1
-2.5938,-0.31124,1
2.8972,0.49713,3
0.58022,-2.9059,4
0.16608,2.9365,2
-0.45222,3.2908,2
2.6021,-0.17615,3
0.23075,-3.1076,4
0.44038,-3.6927,4
3.6472,-0.15945,3
0.84378,-3.0939,4
3.5224,0.75436,3
-0.043616,-4.0462,4
3.4452,1.0996,3
-2.7467,-0.6646,1
-2.368,-1.0637,1
-2.8238,-0.1484,1
3.1143,0.022825,3
0.55796,-3.6602,4
2.6993,1.2231,3
2.8405,-0.59788,3
0.28889,-3.104,4
2.8786,0.78228,3
0.34274,-3.1425,4
0.50779,-3.2972,4
3.11,0.41538,3
-0.87038,2.5344,2
-0.018923,4.1682,2
0.1474,-3.4063,4
3.0773,0.89953,3
-3.3445,-0.56571,1
-3.259,-0.15916,1
0.47876,-3.9436,4
-0.47291,2.4006,2
0.068552,-2.881,4
-3.993,-0.051028,1
0.25316,3.2274,2
1.5318,-3.2005,4
0.81174,-2.3857,4
-0.082344,3.1109,2
-2.217,-0.27791,1
0.52552,-3.124,4
3.0017,0.31547,3
-0.2976,1.9785,2
3.7668,0.31038,3
-2.91,0.26554,1
2.5091,1.2569,3
2.9695,-0.053747,3
-0.65893,-2.772,4
-3.5518,-0.51455,1
-1.2834,2.7151,2
-0.36537,3.3077,2
0.12365,-2.9439,4
-3.4595,-0.22201,1
-3.3536,-0.26063,1
0.38751,3.0227,2
-2.1927,-0.30136,1
3.0306,1.1935,3
-0.72155,2.9036,2
3.0728,-0.50078,3
2.1558,0.95109,3
-0.95444,3.4053,2
0.25682,-2.2527,4
-0.19177,3.3891,2
-0.74943,3.0004,2
-2.9442,-0.35664,1
1.1613,-2.9014,4
-0.6751,2.9718,2
-0.82917,3.2677,2
-2.8938,0.083293,1
-2.9468,-2.2964,1
1.6333,0.15516,3
2.5788,0.055345,3
-2.6587,-0.58489,1
-0.28176,2.551,2
0.44887,-3.0606,4
0.76381,2.7993,2
-0.047699,2.3762,2
-0.12581,3.0424,2
-0.3107,3.7839,2
-3.4375,-0.87063,1
-3.206,-1.1092,1
-1.1103,3.1505,2
-2.0003,-1.2906,1
0.17739,-2.7401,4
-0.59443,3.018,2
3.468,0.46232,3
0.9811,-3.8596,4
-2.4082,-0.99944,1
3.0478,0.3177,3
2.108,1.3401,3
3.0552,0.40919,3
0.37613,-2.8505,4
1.306,-3.1469,4
0.39841,-3.2147,4
2.8179,0.753,3
-1.8273,2.8425,2
2.9234,0.81346,3
-2.4802,0.36408,1
-0.29321,2.9265,2
-2.7344,-0.89273,1
0.12848,-3.1559,4
-2.8294,-0.83479,1
-0.88793,3.0757,2
-2.0657,-0.16794,1
2.6197,0.030878,3
-2.6011,-0.27079,1
-0.195,2.342,2
-0.94304,2.5984,2
0.94526,-3.2549,4
-2.7904,0.53708,1
0.005801,2.6788,2
0.7735,-3.1567,4
-0.52277,3.6792,2
-3.0735,-1.085,1
2.6418,0.28652,3
4.1598,0.23467,3
